RSPO;nazwa_szkoly;pelna_nazwa_szkoly;publicznosc_status;wojewodztwo;powiat;gmina;typ_gminy;miejscowosc;rodzaj_miejscowości;ulica_nr;numer_budynku;kod_pocztowy;23.0_O_otrzymali_swiadectwo_dojrzałosci;23.0_O_liczba_zdających;23.0_O_zdawalnosc;23.0_polski_liczba_zdajacych;23.0_polski_liczba_laureatow;23.0_polski_zdawalnosc;23.0_polski_mean;23.0_polski_median;23.0_avg_threshold;23.0_median_threshold;24.0_O_otrzymali_swiadectwo_dojrzałosci;24.0_O_liczba_zdających;24.0_O_zdawalnosc;24.0_polski_liczba_zdajacych;24.0_polski_liczba_laureatow;24.0_polski_zdawalnosc;24.0_polski_mean;24.0_polski_median;24.0_avg_threshold;24.0_median_threshold;25.0_O_otrzymali_swiadectwo_dojrzałosci;25.0_O_liczba_zdających;25.0_O_zdawalnosc;25.0_polski_liczba_zdajacych;25.0_polski_liczba_laureatow;25.0_polski_zdawalnosc;25.0_polski_mean;25.0_polski_median;25.0_avg_threshold;25.0_median_threshold;czy_publiczna;kategoria_uczniow;data_zalozenia;data_rozpoczecia_dzialalnosci;typ_podmiotu_nadrzednego;liczba_uczniow;tereny_sportowe;jezyki_nauczane;czy_zatrudnia_logopede;czy_zatrudnia_psychologa;czy_zatrudnia_pedagoga;oddzialy_podstawowe_wg_specyfiki;oddzialy_dodatkowe
68270;loixjuliuszaslowackiego;LICEUM OGÓLNOKSZTAŁCĄCE NR IX IM. JULIUSZA SŁOWACKIEGO;publiczna;DOLNOŚLĄSKIE;Wrocław;Wrocław-Stare Miasto;gmina miejska;wroclaw stare miasto;delegatura;ul ks piotra skargi 31;"=""31""";"=""50-082""";226.0;226.0;100.0;226.0;;100.0;76.84955752;78.0;171.64545454545453;171.8;236.0;236.0;100.0;236.0;1.0;100.0;72.00847458;75.0;157.79285714285714;158.15;273.0;274.0;99.6350365;274.0;;99.6350365;74.26642336;75.0;165.20666666666665;166.85;Tak;Dzieci lub młodzież;1954.09.01;1954.09.01;;1185.0;boiska do koszykówki, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski, czeski;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
68321;loxivpoloniibelgijskiej;LICEUM OGÓLNOKSZTAŁCĄCE NR XIV IM. POLONII BELGIJSKIEJ;publiczna;DOLNOŚLĄSKIE;Wrocław;Wrocław-Psie Pole;gmina miejska;wroclaw psie pole;delegatura;al aleksandra brücknera 10;"=""10""";"=""51-410""";170.0;170.0;100.0;170.0;1.0;100.0;79.32352941;82.0;161.31666666666666;158.8;179.0;179.0;100.0;179.0;1.0;100.0;74.25280899;75.0;104.475;104.975;204.0;205.0;99.51219512;205.0;1.0;100.0;76.21463415;77.0;163.575;164.025;Tak;Dzieci lub młodzież;1975.12.15;1975.12.15;;912.0;boiska do piłki nożnej, bieżnie okólne, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Nie;Nie;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
68477;xviiilostanislawyfilipinypaleologwlublinie;XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWY FILIPINY PALEOLOG W LUBLINIE;publiczna;LUBELSKIE;Lublin;Lublin;gmina miejska;lublin;miasto;ul przyjazni 12;"=""12""";"=""20-314""";30.0;40.0;75.0;40.0;;97.5;55.125;55.0;;;17.0;23.0;73.91304348;23.0;;95.65217391;61.0;67.0;52.375;52.375;14.0;19.0;73.68421053;19.0;;100.0;54.57894737;53.0;54.5;54.5;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;Zespół szkół i placówek oświatowych;264.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
70905;xviilowbialymstokuzespoluszkolrolniczychwbialymstoku;XVII LICEUM OGÓLNOKSZTAŁCĄCE W BIAŁYMSTOKU ZESPOŁU SZKÓŁ ROLNICZYCH W BIAŁYMSTOKU;publiczna;PODLASKIE;Białystok;Białystok;gmina miejska;bialystok;miasto;ul ks stanislawa suchowolca 26;"=""26""";"=""15-567""";19.0;32.0;59.375;32.0;;75.0;38.21875;38.0;;;27.0;32.0;84.375;32.0;;90.625;47.28125;45.0;291.0;291.0;13.0;16.0;81.25;16.0;;100.0;52.8125;50.0;60.65;60.65;Tak;Dzieci lub młodzież;2002.09.01;2002.09.01;Zespół szkół i placówek oświatowych;98.0;;angielski, niemiecki;Nie;Nie;Tak;ogólnodostępny, mistrzostwa sportowego;
71604;ixlowbialymstokuzespoluszkologolnoksztalcacychitechnicznychwbialymstoku;IX LICEUM OGÓLNOKSZTAŁCĄCE W BIAŁYMSTOKU ZESPOŁU SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I TECHNICZNYCH W BIAŁYMSTOKU;publiczna;PODLASKIE;Białystok;Białystok;gmina miejska;bialystok;miasto;ul antoniuk fabryczny 1;"=""1""";"=""15-762""";38.0;52.0;73.07692308;53.0;;78.84615385;36.0754717;38.0;;;33.0;44.0;75.0;44.0;;81.81818182;36.81818182;37.0;33.35;34.0;32.0;66.0;48.48484848;66.0;;90.90909091;44.31818182;46.0;59.116666666666674;55.825;Tak;Dzieci lub młodzież;1991.03.06;1991.09.01;Zespół szkół i placówek oświatowych;423.0;;angielski, niemiecki, rosyjski;Nie;Nie;Tak;ogólnodostępny, mistrzostwa sportowego;Oddział przygotowawczy
74772;iilodrwladyslawapniewskiegowgdansku;II LICEUM OGÓLNOKSZTAŁCĄCE IM. DR. WŁADYSŁAWA PNIEWSKIEGO W GDAŃSKU;publiczna;POMORSKIE;Gdańsk;Gdańsk;gmina miejska;gdansk;miasto;ul jana pestalozziego 7 9;"=""7/9""";"=""80-445""";141.0;141.0;100.0;141.0;;100.0;75.41843972;77.0;168.822;171.85;152.0;153.0;99.34640523;153.0;;100.0;72.46405229;73.0;161.7125;162.975;202.0;202.0;100.0;202.0;1.0;100.0;68.56435644;70.0;166.42000000000002;168.55;Tak;Dzieci lub młodzież;1945.04.15;1945.04.15;;637.0;boiska do siatkówki, boiska do piłki ręcznej, boiska do piłki nożnej, bieżnie okólne, skocznie;angielski, francuski, hiszpański, niemiecki, włoski, Inny;Nie;Tak;Nie;ogólnodostępny;
74951;lozakwszczecinie;"LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH ""ŻAK"" W SZCZECINIE";niepubliczna;ZACHODNIOPOMORSKIE;Szczecin;Szczecin;gmina miejska;szczecin;miasto;al wojska polskiego 29;"=""29""";"=""70-473""";;;;;;;;;;;8.0;24.0;33.33333333;30.0;;75.0;34.5;36.0;128.3;128.375;18.0;42.0;42.85714286;52.0;;76.19047619;37.33333333;40.0;143.01999999999998;143.1;Nie;Dorośli;2007.08.03;2007.09.01;;620.0;;angielski;Nie;Nie;Nie;ogólnodostępny;
75450;ivlomariisklodowskiejcuriewolsztynie;IV LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII SKŁODOWSKIEJ-CURIE W OLSZTYNIE;publiczna;WARMIŃSKO-MAZURSKIE;Olsztyn;Olsztyn;gmina miejska;olsztyn;miasto;al aleja marszalka jozefa pilsudskiego 56;"=""56""";"=""10-450""";148.0;152.0;97.36842105;152.0;;98.68421053;69.1986755;72.0;146.83333333333334;148.425;120.0;123.0;97.56097561;123.0;;99.18699187;62.29508197;63.0;138.06;141.2;155.0;157.0;98.72611465;157.0;;100.0;61.6433121;60.0;;;Tak;Dzieci lub młodzież;1977.09.01;1977.09.01;Zespół szkół i placówek oświatowych;698.0;;angielski;Nie;Tak;Tak;ogólnodostępny;
79023;xixlomariiijerzegokuncewiczowwlublinie;XIX LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII I JERZEGO KUNCEWICZÓW W LUBLINIE;publiczna;LUBELSKIE;Lublin;Lublin;gmina miejska;lublin;miasto;ul ignacego rzeckiego 10;"=""10""";"=""20-637""";70.0;79.0;88.60759494;79.0;;100.0;57.59493671;55.0;95.57142857142857;94.25;45.0;51.0;88.23529412;51.0;;98.03921569;58.47058824;60.0;84.125;80.0;47.0;54.0;87.03703704;54.0;;98.14814815;53.24074074;51.0;87.6875;90.25;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;Zespół szkół i placówek oświatowych;498.0;;angielski, hiszpański, niemiecki, rosyjski;Tak;Tak;Nie;ogólnodostępny;
79204;ilokarolamarcinkowskiego;I LICEUM OGÓLNOKSZTAŁCĄCE IM. KAROLA MARCINKOWSKIEGO;publiczna;WIELKOPOLSKIE;Poznań;Poznań;gmina miejska;poznan;miasto;ul bukowska 16;"=""16""";"=""60-809""";189.0;189.0;100.0;189.0;;100.0;79.75661376;82.0;175.35;169.7;159.0;159.0;100.0;159.0;;100.0;79.52531646;80.0;170.125;167.5;168.0;168.0;100.0;168.0;;100.0;80.54491018;82.0;172.175;168.925;Tak;Dzieci lub młodzież;1919.04.01;1919.05.01;Zespół szkół i placówek oświatowych;788.0;;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
79336;xxlowlublinie;XX LICEUM OGÓLNOKSZTAŁCĄCE W LUBLINIE;publiczna;LUBELSKIE;Lublin;Lublin;gmina miejska;lublin;miasto;ul kazimierza tumidajskiego 6a;"=""6a""";"=""20-247""";15.0;15.0;100.0;15.0;;100.0;56.8;62.0;92.75;92.75;9.0;10.0;90.0;11.0;;100.0;59.45454545;60.0;;;;;;;;;;;;;Tak;Dzieci lub młodzież;1992.07.01;1993.09.01;Zespół szkół i placówek oświatowych;19.0;;angielski, hiszpański, niemiecki;Tak;Tak;Tak;ogólnodostępny;
79348;katolickieloswmaksymilianamariikolbego;KATOLICKIE LICEUM OGÓLNOKSZTAŁCĄCE IM. ŚW. MAKSYMILIANA MARII KOLBEGO;publiczna;ZACHODNIOPOMORSKIE;Szczecin;Szczecin;gmina miejska;szczecin;miasto;al wojska polskiego 76;"=""76""";"=""70-481""";28.0;28.0;100.0;28.0;;100.0;77.89285714;82.5;147.52499999999998;147.52499999999998;47.0;47.0;100.0;47.0;;100.0;76.21276596;80.0;136.125;137.375;48.0;48.0;100.0;48.0;;100.0;73.4375;73.0;140.71666666666667;143.4;Tak;Dzieci lub młodzież;2002.05.16;2002.09.01;;178.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
79937;xxilogenwladyslawaandersa;XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. WŁADYSŁAWA ANDERSA;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Stare Miasto;gmina miejska;poznan stare miasto;delegatura;ul rybaki 17;"=""17""";"=""61-883""";71.0;72.0;98.61111111;72.0;;100.0;65.13888889;66.0;;;45.0;46.0;97.82608696;46.0;;100.0;70.15217391;71.0;115.92500000000001;115.92500000000001;83.0;84.0;98.80952381;84.0;;100.0;66.32142857;67.0;119.825;119.825;Tak;Dzieci lub młodzież;1991.08.02;1991.09.01;Zespół szkół i placówek oświatowych;376.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
80197;cxxviiilo;CXXVIII LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul ksiecia janusza 45 47;"=""45/47""";"=""01-452""";;;;;;;;;;;26.0;36.0;72.22222222;37.0;;91.66666667;49.47222222;52.0;156.17222222222222;157.0;31.0;72.0;43.05555556;75.0;;90.27777778;52.66216216;55.0;160.85;160.45;Tak;Dorośli;2004.09.01;2004.09.01;Placówka Kształcenia Ustawicznego ze szkołami;595.0;;angielski;Nie;Tak;Tak;ogólnodostępny;
81335;lxxxloleopoldastaffa;LXXX LICEUM OGÓLNOKSZTAŁCĄCE IM. LEOPOLDA STAFFA;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul wisniowa 56;"=""56""";"=""02-520""";81.0;81.0;100.0;81.0;;100.0;75.04938272;78.0;159.25833333333333;161.575;47.0;47.0;100.0;47.0;;100.0;65.31914894;63.0;142.675;142.675;57.0;57.0;100.0;57.0;;100.0;71.22807018;72.0;149.875;149.875;Tak;Dzieci lub młodzież;1992.05.11;1992.09.01;Zespół szkół i placówek oświatowych;328.0;;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
82414;iilogeneralowejzamoyskiejihelenymodrzejewskiej;II LICEUM OGÓLNOKSZTAŁCĄCE IM. GENERAŁOWEJ ZAMOYSKIEJ I HELENY MODRZEJEWSKIEJ;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Grunwald;gmina miejska;poznan grunwald;delegatura;ul jana matejki 8 10;"=""8/10""";"=""60-766""";73.0;73.0;100.0;73.0;3.0;100.0;76.97260274;78.0;173.63125000000002;159.60000000000002;95.0;95.0;100.0;95.0;2.0;100.0;77.05263158;77.0;187.60833333333335;168.55;105.0;105.0;100.0;105.0;2.0;100.0;86.23809524;88.0;190.83333333333334;168.175;Tak;Dzieci lub młodzież;1919.09.01;1919.09.01;;511.0;;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Nie;ogólnodostępny, międzynarodowy;
83621;cxlorobertaschumana;CX LICEUM OGÓLNOKSZTAŁCĄCE IM. ROBERTA SCHUMANA;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul jana iii sobieskiego 68;"=""68""";"=""02-930""";66.0;66.0;100.0;67.0;;100.0;66.28358209;65.0;132.4;132.3;46.0;49.0;93.87755102;49.0;;97.95918367;61.2244898;62.0;118.28333333333335;118.8;77.0;82.0;93.90243902;82.0;;100.0;62.6097561;63.0;130.45000000000002;129.8;Tak;Dzieci lub młodzież;2004.09.16;2004.09.16;Zespół szkół i placówek oświatowych;386.0;;angielski, hiszpański, niemiecki, włoski;Tak;Tak;Tak;ogólnodostępny;
83650;vilotadeuszareytana;VI LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA REYTANA;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul wiktorska 30 32;"=""30/32""";"=""02-587""";206.0;206.0;100.0;206.0;;100.0;74.94146341;75.0;164.51875;165.45;170.0;170.0;100.0;170.0;;100.0;80.0591716;80.0;164.275;164.25;166.0;166.0;100.0;166.0;;100.0;77.24698795;80.0;165.63333333333335;165.47500000000002;Tak;Dzieci lub młodzież;1905.08.31;1905.08.31;;853.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, boiska do piłki nożnej;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
83866;iilokrolowejjadwigi;II LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLOWEJ JADWIGI;publiczna;KUJAWSKO-POMORSKIE;Toruń;Toruń;gmina miejska;torun;miasto;ul kosynierow kosciuszkowskich 6;"=""6""";"=""87-100""";58.0;62.0;93.5483871;62.0;;100.0;59.16129032;58.0;93.26249999999999;93.175;57.0;63.0;90.47619048;63.0;;98.41269841;61.25396825;62.0;67.42500000000001;67.42500000000001;67.0;73.0;91.78082192;73.0;;98.63013699;54.12328767;55.0;70.9625;81.175;Tak;Dzieci lub młodzież;1982.09.01;1982.09.01;;571.0;boiska do piłki nożnej, bieżnie proste, bieżnie okólne, skocznie, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny, sportowy, profil mundurowy;
83953;publicznelozakonupijarowswjozefakalasancjuszawpoznaniu;PUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE ZAKONU PIJARÓW IM. ŚW. JÓZEFA KALASANCJUSZA W POZNANIU;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Stare Miasto;gmina miejska;poznan stare miasto;delegatura;os jana iii sobieskiego 114;"=""114""";"=""60-688""";64.0;65.0;98.46153846;65.0;;98.46153846;68.53846154;72.0;99.875;109.975;58.0;58.0;100.0;58.0;;100.0;67.68965517;67.5;83.48333333333333;95.4;62.0;63.0;98.41269841;63.0;;100.0;70.12698413;72.0;;;Tak;Dzieci lub młodzież;2006.09.01;2006.09.01;Zespół szkół i placówek oświatowych;262.0;;angielski, hiszpański, niemiecki, włoski, japoński;Tak;Tak;Tak;ogólnodostępny;
84029;ivlotadeuszakosciuszki;IV LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA KOŚCIUSZKI;publiczna;KUJAWSKO-POMORSKIE;Toruń;Toruń;gmina miejska;torun;miasto;ul warszawska 1 5;"=""1/5""";"=""87-100""";156.0;156.0;100.0;156.0;;100.0;69.85897436;72.0;155.64000000000001;157.1;170.0;170.0;100.0;170.0;;100.0;70.74705882;72.0;151.95;153.85000000000002;153.0;153.0;100.0;153.0;;100.0;69.8496732;70.0;161.66;161.75;Tak;Dzieci lub młodzież;1975.12.15;1975.12.15;;665.0;bieżnie proste, skocznie, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
84173;vilozeslancowsybiru;VI LICEUM OGÓLNOKSZTAŁCĄCE IM. ZESŁAŃCÓW SYBIRU;publiczna;KUJAWSKO-POMORSKIE;Toruń;Toruń;gmina miejska;torun;miasto;ul wojska polskiego 47a;"=""47A""";"=""87-100""";25.0;38.0;65.78947368;38.0;;86.84210526;44.65789474;45.0;71.21000000000001;88.4;28.0;40.0;70.0;40.0;;90.0;44.6;45.0;47.65;47.65;32.0;48.0;66.66666667;48.0;;95.83333333;43.29166667;40.0;58.833333333333336;64.5;Tak;Dzieci lub młodzież;1991.05.20;1991.09.01;;383.0;boiska do piłki nożnej, bieżnie proste, rzutnie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki, rosyjski;Tak;Tak;Tak;ogólnodostępny, przygotowania wojskowego;
84309;xiiilo;XIII LICEUM OGÓLNOKSZTAŁCĄCE;publiczna;KUJAWSKO-POMORSKIE;Toruń;Toruń;gmina miejska;torun;miasto;ul targowa 36 38;"=""36/38""";"=""87-100""";56.0;60.0;93.33333333;60.0;;100.0;50.71666667;48.0;38.5;38.5;46.0;50.0;92.0;51.0;;100.0;57.68627451;60.0;;;25.0;30.0;83.33333333;30.0;;93.33333333;51.4;46.0;54.75;55.0;Tak;Dzieci lub młodzież;1998.06.03;1998.09.01;Zespół szkół i placówek oświatowych;176.0;;angielski, niemiecki;Nie;Tak;Nie;ogólnodostępny, mistrzostwa sportowego;
84682;viiilo;VIII LICEUM OGÓLNOKSZTAŁCĄCE;publiczna;KUJAWSKO-POMORSKIE;Toruń;Toruń;gmina miejska;torun;miasto;ul grunwaldzka 33 35;"=""33/35""";"=""87-100""";198.0;199.0;99.49748744;199.0;;99.49748744;62.31155779;63.0;38.5;38.5;153.0;153.0;100.0;153.0;;100.0;64.95424837;65.0;;;153.0;153.0;100.0;153.0;;100.0;60.20261438;60.0;54.75;55.0;Tak;Dzieci lub młodzież;1991.06.20;1991.09.01;Zespół szkół i placówek oświatowych;766.0;;angielski, hiszpański, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny, sportowy;
86095;xxviiilo;XXVIII LICEUM OGÓLNOKSZTAŁCĄCE;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Grunwald;gmina miejska;poznan grunwald;delegatura;ul raszynska 48;"=""48""";"=""60-135""";44.0;49.0;89.79591837;49.0;;97.95918367;60.44897959;62.0;134.97500000000002;134.97500000000002;24.0;29.0;82.75862069;29.0;;100.0;57.37931034;57.0;101.875;101.875;52.0;56.0;92.85714286;56.0;;100.0;58.21428571;58.0;124.025;128.325;Tak;Dzieci lub młodzież;1999.09.01;1999.09.01;Zespół szkół i placówek oświatowych;270.0;;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
86171;viloignacegojanapaderewskiego;VI LICEUM OGÓLNOKSZTAŁCĄCE IM. IGNACEGO JANA PADEREWSKIEGO;publiczna;WIELKOPOLSKIE;Poznań;Poznań;gmina miejska;poznan;miasto;ul krakowska 17a;"=""17a""";"=""61-889""";193.0;193.0;100.0;193.0;;100.0;76.01554404;77.0;161.53333333333333;160.97500000000002;162.0;163.0;99.38650307;163.0;;100.0;68.98773006;70.0;151.3875;149.3;162.0;162.0;100.0;162.0;;100.0;72.16049383;72.5;162.275;161.925;Tak;Dzieci lub młodzież;1921.09.01;1921.09.01;Zespół szkół i placówek oświatowych;793.0;;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny;
86172;viilodabrowki;VII LICEUM OGÓLNOKSZTAŁCĄCE IM. DĄBRÓWKI;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Jeżyce;gmina miejska;poznan jezyce;delegatura;ul stefana zeromskiego 8 12;"=""8/12""";"=""60-544""";128.0;128.0;100.0;128.0;;100.0;70.3203125;70.0;166.91000000000003;164.1;126.0;126.0;100.0;126.0;;100.0;71.86507937;72.5;139.175;146.75;148.0;148.0;100.0;149.0;;100.0;77.71812081;78.0;146.4;156.5;Tak;Dzieci lub młodzież;1830.01.13;1830.01.13;;717.0;boiska do koszykówki, boiska do piłki nożnej;angielski, francuski, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
86518;publiczneakademickielowrzeszowie;PUBLICZNE AKADEMICKIE LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI W RZESZOWIE;publiczna;PODKARPACKIE;Rzeszów;Rzeszów;gmina miejska;rzeszow;miasto;ul antoniego kopaczewskiego 2;"=""2""";"=""35-225""";54.0;54.0;100.0;54.0;;100.0;68.03703704;68.0;155.61666666666667;156.25;45.0;45.0;100.0;45.0;;100.0;76.22222222;78.0;144.63333333333333;134.8;57.0;57.0;100.0;58.0;1.0;100.0;70.53448276;72.0;148.5;148.55;Tak;Dzieci lub młodzież;2011.01.31;2011.09.01;;248.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
86679;xxixlo;XXIX LICEUM OGÓLNOKSZTAŁCĄCE;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Wilda;gmina miejska;poznan wilda;delegatura;ul swierkowa 8;"=""8""";"=""61-472""";67.0;77.0;87.01298701;77.0;;97.4025974;51.62337662;50.0;88.1375;93.5;64.0;69.0;92.75362319;69.0;;97.10144928;61.62318841;62.0;82.225;94.85;71.0;73.0;97.26027397;73.0;;100.0;67.68493151;67.0;106.91;94.45;Tak;Dzieci lub młodzież;1999.04.20;1999.09.01;Zespół szkół i placówek oświatowych;464.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, przygotowania wojskowego;
88064;xixlopowstancowwarszawy;XIX LICEUM OGÓLNOKSZTAŁCĄCE IM. POWSTAŃCÓW WARSZAWY;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul zbaraska 1;"=""1""";"=""04-014""";157.0;157.0;100.0;157.0;;100.0;78.85987261;78.0;166.18333333333334;166.72500000000002;110.0;110.0;100.0;110.0;;100.0;80.52293578;80.0;160.05625;163.325;144.0;144.0;100.0;144.0;;100.0;77.11111111;78.0;167.7125;168.5;Tak;Dzieci lub młodzież;1944.11.10;1944.11.10;;616.0;;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
88065;xxiiilomariisklodowskiejcurie;XXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII SKŁODOWSKIEJ-CURIE;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul naddnieprzanska 2 4;"=""2/4""";"=""04-205""";53.0;53.0;100.0;53.0;;100.0;63.73584906;62.0;114.91428571428573;109.95;43.0;46.0;93.47826087;46.0;;100.0;72.91304348;72.5;121.2625;121.75;72.0;74.0;97.2972973;74.0;;100.0;61.94594595;60.0;126.25;126.85;Tak;Dzieci lub młodzież;1948.03.10;1948.09.01;;435.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie okólne, inne urządzenia sportowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;Oddział przygotowawczy
88066;xlviilostanislawawyspianskiego;XLVII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul miedzyborska 64 70;"=""64/70""";"=""04-010""";164.0;165.0;99.39393939;165.0;;100.0;74.4969697;75.0;149.62142857142857;149.8;126.0;127.0;99.21259843;127.0;;100.0;78.60629921;78.0;141.35;141.875;158.0;158.0;100.0;158.0;;100.0;73.47468354;75.0;153.16;153.6;Tak;Dzieci lub młodzież;1954.09.01;1954.09.01;;713.0;boiska do koszykówki, boiska do piłki nożnej, bieżnie proste, bieżnie okólne, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
88067;lxxiilogenjakubajasinskiego;LXXII LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. JAKUBA JASIŃSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul grochowska 346 348;"=""346/348""";"=""03-838""";148.0;151.0;98.01324503;151.0;;99.33774834;61.08609272;62.0;;;108.0;111.0;97.2972973;111.0;;100.0;65.35135135;63.0;119.90833333333335;124.325;126.0;129.0;97.6744186;129.0;;99.2248062;60.02325581;58.0;133.96875;134.35000000000002;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;;649.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
88068;xcixlozbigniewaherberta;XCIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. ZBIGNIEWA HERBERTA;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul fundamentowa 38 42;"=""38/42""";"=""04-036""";171.0;172.0;99.41860465;172.0;;99.41860465;68.88953488;70.0;148.66666666666666;145.72500000000002;145.0;145.0;100.0;145.0;;100.0;71.8951049;72.0;129.16714285714286;138.04;147.0;148.0;99.32432432;148.0;;100.0;69.48648649;70.0;132.394;140.45;Tak;Dzieci lub młodzież;1997.04.03;1997.09.01;;723.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki nożnej, bieżnie okólne;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
