RSPO;nazwa_szkoly;publicznosc_status;wojewodztwo;powiat;gmina;typ_gminy;miejscowosc;rodzaj_miejscowości;ulica_nr;numer_budynku;kod_pocztowy;23.0_O_otrzymali_swiadectwo_dojrzałosci;23.0_O_liczba_zdających;23.0_O_zdawalnosc;23.0_polski_liczba_zdajacych;23.0_polski_liczba_laureatow;23.0_polski_zdawalnosc;23.0_polski_mean;23.0_polski_median;23.0_avg_threshold;23.0_median_threshold;24.0_O_otrzymali_swiadectwo_dojrzałosci;24.0_O_liczba_zdających;24.0_O_zdawalnosc;24.0_polski_liczba_zdajacych;24.0_polski_liczba_laureatow;24.0_polski_zdawalnosc;24.0_polski_mean;24.0_polski_median;24.0_avg_threshold;24.0_median_threshold;25.0_O_otrzymali_swiadectwo_dojrzałosci;25.0_O_liczba_zdających;25.0_O_zdawalnosc;25.0_polski_liczba_zdajacych;25.0_polski_liczba_laureatow;25.0_polski_zdawalnosc;25.0_polski_mean;25.0_polski_median;25.0_avg_threshold;25.0_median_threshold;czy_publiczna;kategoria_uczniow;data_zalozenia;data_rozpoczecia_dzialalnosci;typ_podmiotu_nadrzednego;liczba_uczniow;tereny_sportowe;jezyki_nauczane;czy_zatrudnia_logopede;czy_zatrudnia_psychologa;czy_zatrudnia_pedagoga;oddzialy_podstawowe_wg_specyfiki;oddzialy_dodatkowe
31832;iiiloswjanakantego;publiczna;WIELKOPOLSKIE;Poznań;Poznań;gmina miejska;poznan;miasto;ul strzelecka 10;"=""10""";"=""61-845""";113.0;113.0;100.0;113.0;;100.0;70.59292035;72.0;167.6;165.825;160.0;160.0;100.0;160.0;;100.0;78.21875;80.0;167.6;165.825;150.0;150.0;100.0;150.0;;100.0;79.27333333;80.0;167.6;165.825;Tak;Dzieci lub młodzież;1920.09.01;1920.09.01;;667.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Nie;ogólnodostępny;
31841;ivlokomisjiedukacjinarodowej;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Jeżyce;gmina miejska;poznan jezyce;delegatura;ul swojska 6;"=""6""";"=""60-592""";139.0;140.0;99.28571429;140.0;2.0;99.28571429;71.99285714;73.0;161.15555555555557;163.1;164.0;164.0;100.0;164.0;1.0;100.0;69.26829268;68.0;161.15555555555557;163.1;153.0;153.0;100.0;153.0;;100.0;75.73856209;77.0;161.15555555555557;163.1;Tak;Dzieci lub młodzież;1948.09.01;1948.09.01;;684.0;boiska do piłki ręcznej;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Nie;ogólnodostępny;
34199;viiiloadamamickiewicza;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Stare Miasto;gmina miejska;poznan stare miasto;delegatura;ul hipolita cegielskiego 1;"=""1""";"=""61-862""";226.0;226.0;100.0;226.0;1.0;100.0;72.36283186;73.0;169.29285714285714;168.55;166.0;166.0;100.0;166.0;1.0;100.0;78.01204819;79.0;169.29285714285714;168.55;167.0;167.0;100.0;167.0;3.0;100.0;78.78443114;80.0;169.29285714285714;168.55;Tak;Dzieci lub młodzież;1923.09.01;1923.09.01;;798.0;skocznie, boiska uniwersalne/wielozadaniowe;angielski, francuski, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
34505;xcivlogenstanislawamaczka;publiczna;MAZOWIECKIE;Warszawa;Bielany;gmina miejska;bielany;dzielnica m.st. Warszawy;ul gwiazdzista 35;"=""35""";"=""01-651""";170.0;170.0;100.0;170.0;;100.0;71.17058824;72.0;157.43;159.425;160.0;160.0;100.0;160.0;;100.0;76.50943396;78.0;157.43;159.425;189.0;189.0;100.0;189.0;;100.0;79.2962963;80.0;157.43;159.425;Tak;Dzieci lub młodzież;1995.05.06;1995.09.03;;863.0;boiska do siatkówki, boiska do koszykówki, bieżnie proste, skocznie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
34506;cxxiiloignacegodomeyki;publiczna;MAZOWIECKIE;Warszawa;Bielany;gmina miejska;bielany;dzielnica m.st. Warszawy;ul leopolda staffa 3 5;"=""3/5""";"=""01-891""";182.0;182.0;100.0;182.0;;100.0;79.58241758;80.0;172.54166666666666;171.275;116.0;116.0;100.0;116.0;;100.0;74.1637931;74.0;172.54166666666666;171.275;144.0;144.0;100.0;144.0;;100.0;80.54166667;82.0;172.54166666666666;171.275;Tak;Dzieci lub młodzież;1999.08.27;1999.09.01;;689.0;boiska do koszykówki, bieżnie okólne, skocznie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
34510;xxxixlolotnictwapolskiego;publiczna;MAZOWIECKIE;Warszawa;Bielany;gmina miejska;bielany;dzielnica m.st. Warszawy;ul bogumila zuga 16;"=""16""";"=""01-806""";84.0;88.0;95.45454545;89.0;;100.0;68.50561798;70.0;129.8625;129.925;82.0;93.0;88.17204301;93.0;;98.92473118;62.10869565;63.0;129.8625;129.925;109.0;122.0;89.3442623;123.0;;97.54098361;61.02439024;62.0;129.8625;129.925;Tak;Dzieci lub młodzież;1963.09.01;1963.09.01;;502.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste, skocznie;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
34512;xlilojoachimalelewela;publiczna;MAZOWIECKIE;Warszawa;Bielany;gmina miejska;bielany;dzielnica m.st. Warszawy;ul kiwerska 3;"=""3""";"=""01-682""";206.0;207.0;99.51690821;207.0;1.0;99.51690821;77.71219512;80.0;169.91111111111113;170.75;198.0;199.0;99.49748744;199.0;2.0;99.49748744;76.08040201;78.0;169.91111111111113;170.75;210.0;210.0;100.0;210.0;;100.0;84.77990431;87.0;169.91111111111113;170.75;Tak;Dzieci lub młodzież;1920.09.01;1920.09.01;;839.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste, skocznie, inne urządzenia sportowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Nie;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
34665;lxxxviiilomichalakonarskiego;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul okopowa 55a;"=""55a""";"=""01-043""";45.0;53.0;84.90566038;53.0;;94.33962264;59.49056604;60.0;68.23333333333333;57.0;51.0;66.0;77.27272727;66.0;;95.45454545;57.86363636;60.0;68.23333333333333;57.0;56.0;58.0;96.55172414;59.0;;100.0;65.38983051;63.0;68.23333333333333;57.0;Tak;Dzieci lub młodzież;2004.09.01;2004.09.01;Zespół szkół i placówek oświatowych;321.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny, profil mundurowy;
38949;ilojuliuszaslowackiego;publiczna;ŚLĄSKIE;Częstochowa;Częstochowa;gmina miejska;czestochowa;miasto;al aleja tadeusza kosciuszki 8;"=""8""";"=""42-202""";134.0;135.0;99.25925926;135.0;;100.0;79.68148148;82.0;;;142.0;142.0;100.0;142.0;;100.0;76.08450704;80.0;131.9375;132.425;142.0;142.0;100.0;142.0;;100.0;71.0915493;73.0;;;Tak;Dzieci lub młodzież;1977.01.01;1977.01.01;;644.0;;angielski, łacina, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny;
39647;xvilostefaniisempolowskiej;publiczna;MAZOWIECKIE;Warszawa;Żoliborz;gmina miejska;zoliborz;dzielnica m.st. Warszawy;ul ks jerzego popieluszki 5;"=""5""";"=""01-786""";115.0;115.0;100.0;115.0;;100.0;76.42608696;77.0;156.07857142857142;154.4;127.0;127.0;100.0;127.0;;100.0;81.72440945;83.0;156.07857142857142;154.4;117.0;117.0;100.0;117.0;;100.0;79.2991453;82.0;156.07857142857142;154.4;Tak;Dzieci lub młodzież;1935.09.01;1935.09.09;;593.0;boiska do piłki ręcznej, boiska do piłki nożnej, bieżnie proste, bieżnie okólne, skocznie;angielski, francuski, hiszpański;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
40944;iiloromualdatraugutta;publiczna;ŚLĄSKIE;Częstochowa;Częstochowa;gmina miejska;czestochowa;miasto;ul jana kilinskiego 62;"=""62""";"=""42-218""";99.0;99.0;100.0;99.0;;100.0;75.71717172;75.0;;;118.0;119.0;99.15966387;119.0;;99.15966387;63.43697479;65.0;132.18;126.3;117.0;118.0;99.15254237;118.0;;100.0;68.00847458;67.0;;;Tak;Dzieci lub młodzież;1977.01.01;1977.01.01;;643.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny;
40982;viiilowladyslawaiv;publiczna;MAZOWIECKIE;Warszawa;Praga-Północ;gmina miejska;praga polnoc;dzielnica m.st. Warszawy;ul jagiellonska 38;"=""38""";"=""03-719""";126.0;126.0;100.0;126.0;;100.0;81.47619048;82.0;173.1;172.6;148.0;148.0;100.0;148.0;1.0;100.0;78.00680272;80.0;173.1;172.6;140.0;140.0;100.0;140.0;;100.0;80.72142857;82.0;173.1;172.6;Tak;Dzieci lub młodzież;1915.09.13;1915.09.13;;622.0;boiska uniwersalne/wielozadaniowe;angielski;Nie;Tak;Tak;ogólnodostępny;
41946;lloruybarbosy;publiczna;MAZOWIECKIE;Warszawa;Praga-Północ;gmina miejska;praga polnoc;dzielnica m.st. Warszawy;ul wenantego burdzinskiego 4;"=""4""";"=""03-480""";147.0;149.0;98.65771812;149.0;;100.0;69.95973154;72.0;133.5;133.7;123.0;124.0;99.19354839;124.0;;100.0;68.09756098;70.0;133.5;133.7;127.0;128.0;99.21875;128.0;;100.0;72.87401575;75.0;133.5;133.7;Tak;Dzieci lub młodzież;1977.02.23;1977.09.01;Zespół szkół i placówek oświatowych;757.0;;angielski, łacina, niemiecki, rosyjski, portugalski;Tak;Tak;Tak;ogólnodostępny, integracyjny;
42024;ivlohenrykasienkiewicza;publiczna;ŚLĄSKIE;Częstochowa;Częstochowa;gmina miejska;czestochowa;miasto;al aleja najswietszej maryi panny 56;"=""56""";"=""42-217""";191.0;193.0;98.96373057;193.0;;100.0;75.30569948;77.0;;;190.0;190.0;100.0;190.0;;100.0;73.62631579;75.0;82.8;82.8;201.0;204.0;98.52941176;204.0;;100.0;63.91666667;65.0;;;Tak;Dzieci lub młodzież;1975.12.15;1975.12.15;;740.0;;angielski, francuski, niemiecki;Nie;Tak;Tak;ogólnodostępny, sportowy;
42095;vloadamamickiewicza;publiczna;ŚLĄSKIE;Częstochowa;Częstochowa;gmina miejska;czestochowa;miasto;ul krakowska 29;"=""29""";"=""42-202""";148.0;149.0;99.32885906;149.0;;100.0;62.6442953;63.0;;;163.0;166.0;98.19277108;166.0;;100.0;65.89156627;65.0;107.95;106.9;145.0;150.0;96.66666667;150.0;;98.66666667;55.19333333;55.0;;;Tak;Dzieci lub młodzież;1977.01.01;1977.01.01;;788.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
42262;viilomikolajakopernika;publiczna;ŚLĄSKIE;Częstochowa;Częstochowa;gmina miejska;czestochowa;miasto;ul feliksa nowowiejskiego 18;"=""18""";"=""42-217""";181.0;181.0;100.0;181.0;;100.0;74.73888889;77.0;;;208.0;208.0;100.0;208.0;;100.0;74.47342995;77.0;128.35;131.85;171.0;172.0;99.41860465;172.0;;100.0;68.9244186;70.0;;;Tak;Dzieci lub młodzież;1977.01.01;1977.01.01;;788.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
43385;lxxviiilomariipawlikowskiejjasnorzewskiej;publiczna;MAZOWIECKIE;Warszawa;Bemowo;gmina miejska;bemowo;dzielnica m.st. Warszawy;ul anieli krzywon 3;"=""3""";"=""01-391""";175.0;175.0;100.0;175.0;;100.0;68.09142857;68.0;137.45166666666668;137.85000000000002;147.0;147.0;100.0;148.0;;100.0;74.26351351;75.0;137.45166666666668;137.85000000000002;148.0;149.0;99.32885906;149.0;;100.0;74.98657718;75.0;137.45166666666668;137.85000000000002;Tak;Dzieci lub młodzież;1992.04.29;1992.09.01;;908.0;boiska do siatkówki plażowej, boiska do koszykówki, boiska do piłki ręcznej, boiska do piłki nożnej, bieżnie proste, bieżnie okólne, skocznie, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
43580;loswmariimagdaleny;publiczna;WIELKOPOLSKIE;Poznań;Poznań;gmina miejska;poznan;miasto;ul garbary 24;"=""24""";"=""61-867""";108.0;108.0;100.0;108.0;5.0;100.0;80.53703704;82.0;172.62;172.6;170.0;170.0;100.0;170.0;4.0;100.0;75.55029586;77.0;172.62;172.6;147.0;147.0;100.0;147.0;1.0;100.0;82.19047619;83.0;172.62;172.6;Tak;Dzieci lub młodzież;;;;643.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Nie;ogólnodostępny;
44248;cxxxviilorobertaschumana;publiczna;MAZOWIECKIE;Warszawa;Targówek;gmina miejska;targowek;dzielnica m.st. Warszawy;ul olgierda 35 41;"=""35/41""";"=""03-536""";153.0;153.0;100.0;153.0;;100.0;74.75;75.0;132.74285714285716;151.87;172.0;172.0;100.0;172.0;;100.0;74.70930233;75.0;132.74285714285716;151.87;165.0;165.0;100.0;166.0;;100.0;74.23493976;73.0;132.74285714285716;151.87;Tak;Dzieci lub młodzież;2010.09.01;2010.09.01;;679.0;bieżnie proste, bieżnie okólne, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
46647;lxxxivlobohaterownarwiku;publiczna;MAZOWIECKIE;Warszawa;Włochy;gmina miejska;wlochy;dzielnica m.st. Warszawy;ul gladka 16;"=""16""";"=""02-172""";16.0;16.0;100.0;16.0;;100.0;70.5;71.0;;;17.0;17.0;100.0;17.0;;100.0;69.23529412;72.0;152.02499999999998;152.02499999999998;21.0;21.0;100.0;21.0;;100.0;71.28571429;73.0;152.02499999999998;152.02499999999998;Tak;Dzieci lub młodzież;2002.04.17;2002.04.17;Zespół szkół i placówek oświatowych;134.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
49970;xxxiilostefanagrotaroweckiego;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul stawki 10;"=""10""";"=""00-178""";36.0;41.0;87.80487805;41.0;;97.56097561;58.19512195;58.0;;;16.0;19.0;84.21052632;19.0;;100.0;76.47368421;80.0;120.65;120.65;20.0;21.0;95.23809524;21.0;;100.0;60.71428571;60.0;120.65;120.65;Tak;Dzieci lub młodzież;1990.09.01;1990.09.01;Zespół szkół i placówek oświatowych;161.0;;angielski, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny;
56095;iilostefanabatorego;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul mysliwiecka 6;"=""6""";"=""00-459""";112.0;112.0;100.0;112.0;2.0;100.0;84.60714286;85.0;186.29;188.0;114.0;114.0;100.0;114.0;1.0;100.0;80.93859649;82.0;186.29;188.0;118.0;118.0;100.0;118.0;;100.0;81.63559322;83.0;186.29;188.0;Tak;Dzieci lub młodzież;1918.09.01;1918.09.01;;801.0;boiska do koszykówki, boiska do piłki ręcznej, bieżnie okólne;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny, międzynarodowy, dwujęzyczny w szkole podstawowej, liceum i technikum;
56463;ciiloksiedzajozefawozniaka;publiczna;MAZOWIECKIE;Warszawa;Targówek;gmina miejska;targowek;dzielnica m.st. Warszawy;ul bartnicza 2;"=""2""";"=""03-358""";20.0;35.0;57.14285714;35.0;;85.71428571;51.37142857;55.0;;;21.0;29.0;72.4137931;29.0;;96.55172414;62.96551724;65.0;;;17.0;26.0;65.38461538;26.0;;92.30769231;59.61538462;64.0;109.8;109.35;Tak;Dzieci lub młodzież;1997.01.01;1997.09.01;Zespół szkół i placówek oświatowych;312.0;;angielski, hiszpański, niemiecki, rosyjski;Tak;Tak;Tak;integracyjny;
59581;lilotadeuszakosciuszki;publiczna;MAZOWIECKIE;Warszawa;Rembertów;gmina miejska;rembertow;dzielnica m.st. Warszawy;ul kadrowa 9;"=""9""";"=""04-421""";104.0;106.0;98.11320755;106.0;;100.0;63.40566038;63.0;105.975;109.67500000000001;67.0;67.0;100.0;67.0;;100.0;63.19402985;62.0;105.975;109.67500000000001;72.0;73.0;98.63013699;74.0;;100.0;62.78378378;63.0;105.975;109.67500000000001;Tak;Dzieci lub młodzież;1944.10.19;1944.10.19;;505.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste, bieżnie okólne, skocznie, rzutnie;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;Oddział przygotowawczy
59665;xiiiloplkleopoldalisakuli;publiczna;MAZOWIECKIE;Warszawa;Targówek;gmina miejska;targowek;dzielnica m.st. Warszawy;ul oszmianska 23 25;"=""23/25""";"=""03-503""";187.0;188.0;99.46808511;189.0;;100.0;71.03191489;72.0;155.10625;158.39999999999998;213.0;213.0;100.0;214.0;;100.0;78.18691589;80.0;155.10625;158.39999999999998;213.0;213.0;100.0;213.0;;100.0;77.21126761;78.0;155.10625;158.39999999999998;Tak;Dzieci lub młodzież;1928.01.01;1928.09.01;;1122.0;boiska do siatkówki, boiska do koszykówki, bieżnie proste, skocznie, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Nie;Tak;ogólnodostępny;
68477;xviiilostanislawyfilipinypaleologwlublinie;publiczna;LUBELSKIE;Lublin;Lublin;gmina miejska;lublin;miasto;ul przyjazni 12;"=""12""";"=""20-314""";30.0;40.0;75.0;40.0;;97.5;55.125;55.0;;;17.0;23.0;73.91304348;23.0;;95.65217391;61.0;67.0;54.5;54.5;14.0;19.0;73.68421053;19.0;;100.0;54.57894737;53.0;54.5;54.5;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;Zespół szkół i placówek oświatowych;264.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
70905;xviilowbialymstokuzespoluszkolrolniczychwbialymstoku;publiczna;PODLASKIE;Białystok;Białystok;gmina miejska;bialystok;miasto;ul ks stanislawa suchowolca 26;"=""26""";"=""15-567""";19.0;32.0;59.375;32.0;;75.0;38.21875;38.0;;;27.0;32.0;84.375;32.0;;90.625;47.28125;45.0;60.65;60.65;13.0;16.0;81.25;16.0;;100.0;52.8125;50.0;60.65;60.65;Tak;Dzieci lub młodzież;2002.09.01;2002.09.01;Zespół szkół i placówek oświatowych;98.0;;angielski, niemiecki;Nie;Nie;Tak;ogólnodostępny, mistrzostwa sportowego;
79023;xixlomariiijerzegokuncewiczowwlublinie;publiczna;LUBELSKIE;Lublin;Lublin;gmina miejska;lublin;miasto;ul ignacego rzeckiego 10;"=""10""";"=""20-637""";70.0;79.0;88.60759494;79.0;;100.0;57.59493671;55.0;87.6875;90.25;45.0;51.0;88.23529412;51.0;;98.03921569;58.47058824;60.0;87.6875;90.25;47.0;54.0;87.03703704;54.0;;98.14814815;53.24074074;51.0;87.6875;90.25;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;Zespół szkół i placówek oświatowych;498.0;;angielski, hiszpański, niemiecki, rosyjski;Tak;Tak;Nie;ogólnodostępny;
79204;ilokarolamarcinkowskiego;publiczna;WIELKOPOLSKIE;Poznań;Poznań;gmina miejska;poznan;miasto;ul bukowska 16;"=""16""";"=""60-809""";189.0;189.0;100.0;189.0;;100.0;79.75661376;82.0;172.175;168.925;159.0;159.0;100.0;159.0;;100.0;79.52531646;80.0;172.175;168.925;168.0;168.0;100.0;168.0;;100.0;80.54491018;82.0;172.175;168.925;Tak;Dzieci lub młodzież;1919.04.01;1919.05.01;Zespół szkół i placówek oświatowych;788.0;;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
79336;xxlowlublinie;publiczna;LUBELSKIE;Lublin;Lublin;gmina miejska;lublin;miasto;ul kazimierza tumidajskiego 6a;"=""6a""";"=""20-247""";15.0;15.0;100.0;15.0;;100.0;56.8;62.0;92.75;92.75;9.0;10.0;90.0;11.0;;100.0;59.45454545;60.0;;;;;;;;;;;;;Tak;Dzieci lub młodzież;1992.07.01;1993.09.01;Zespół szkół i placówek oświatowych;19.0;;angielski, hiszpański, niemiecki;Tak;Tak;Tak;ogólnodostępny;
79348;katolickieloswmaksymilianamariikolbego;publiczna;ZACHODNIOPOMORSKIE;Szczecin;Szczecin;gmina miejska;szczecin;miasto;al wojska polskiego 76;"=""76""";"=""70-481""";28.0;28.0;100.0;28.0;;100.0;77.89285714;82.5;140.71666666666667;143.4;47.0;47.0;100.0;47.0;;100.0;76.21276596;80.0;140.71666666666667;143.4;48.0;48.0;100.0;48.0;;100.0;73.4375;73.0;140.71666666666667;143.4;Tak;Dzieci lub młodzież;2002.05.16;2002.09.01;;178.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
79937;xxilogenwladyslawaandersa;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Stare Miasto;gmina miejska;poznan stare miasto;delegatura;ul rybaki 17;"=""17""";"=""61-883""";71.0;72.0;98.61111111;72.0;;100.0;65.13888889;66.0;;;45.0;46.0;97.82608696;46.0;;100.0;70.15217391;71.0;119.825;119.825;83.0;84.0;98.80952381;84.0;;100.0;66.32142857;67.0;119.825;119.825;Tak;Dzieci lub młodzież;1991.08.02;1991.09.01;Zespół szkół i placówek oświatowych;376.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
81335;lxxxloleopoldastaffa;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul wisniowa 56;"=""56""";"=""02-520""";81.0;81.0;100.0;81.0;;100.0;75.04938272;78.0;149.875;149.875;47.0;47.0;100.0;47.0;;100.0;65.31914894;63.0;149.875;149.875;57.0;57.0;100.0;57.0;;100.0;71.22807018;72.0;149.875;149.875;Tak;Dzieci lub młodzież;1992.05.11;1992.09.01;Zespół szkół i placówek oświatowych;328.0;;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
82414;iilogeneralowejzamoyskiejihelenymodrzejewskiej;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Grunwald;gmina miejska;poznan grunwald;delegatura;ul jana matejki 8 10;"=""8/10""";"=""60-766""";73.0;73.0;100.0;73.0;3.0;100.0;76.97260274;78.0;190.83333333333334;168.175;95.0;95.0;100.0;95.0;2.0;100.0;77.05263158;77.0;190.83333333333334;168.175;105.0;105.0;100.0;105.0;2.0;100.0;86.23809524;88.0;190.83333333333334;168.175;Tak;Dzieci lub młodzież;1919.09.01;1919.09.01;;511.0;;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Nie;ogólnodostępny, międzynarodowy;
83621;cxlorobertaschumana;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul jana iii sobieskiego 68;"=""68""";"=""02-930""";66.0;66.0;100.0;67.0;;100.0;66.28358209;65.0;130.45000000000002;129.8;46.0;49.0;93.87755102;49.0;;97.95918367;61.2244898;62.0;130.45000000000002;129.8;77.0;82.0;93.90243902;82.0;;100.0;62.6097561;63.0;130.45000000000002;129.8;Tak;Dzieci lub młodzież;2004.09.16;2004.09.16;Zespół szkół i placówek oświatowych;386.0;;angielski, hiszpański, niemiecki, włoski;Tak;Tak;Tak;ogólnodostępny;
83650;vilotadeuszareytana;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul wiktorska 30 32;"=""30/32""";"=""02-587""";206.0;206.0;100.0;206.0;;100.0;74.94146341;75.0;165.63333333333335;165.47500000000002;170.0;170.0;100.0;170.0;;100.0;80.0591716;80.0;165.63333333333335;165.47500000000002;166.0;166.0;100.0;166.0;;100.0;77.24698795;80.0;165.63333333333335;165.47500000000002;Tak;Dzieci lub młodzież;1905.08.31;1905.08.31;;853.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, boiska do piłki nożnej;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
83866;iilokrolowejjadwigi;publiczna;KUJAWSKO-POMORSKIE;Toruń;Toruń;gmina miejska;torun;miasto;ul kosynierow kosciuszkowskich 6;"=""6""";"=""87-100""";58.0;62.0;93.5483871;62.0;;100.0;59.16129032;58.0;70.9625;81.175;57.0;63.0;90.47619048;63.0;;98.41269841;61.25396825;62.0;70.9625;81.175;67.0;73.0;91.78082192;73.0;;98.63013699;54.12328767;55.0;70.9625;81.175;Tak;Dzieci lub młodzież;1982.09.01;1982.09.01;;571.0;boiska do piłki nożnej, bieżnie proste, bieżnie okólne, skocznie, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny, sportowy, profil mundurowy;
83953;publicznelozakonupijarowswjozefakalasancjuszawpoznaniu;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Stare Miasto;gmina miejska;poznan stare miasto;delegatura;os jana iii sobieskiego 114;"=""114""";"=""60-688""";64.0;65.0;98.46153846;65.0;;98.46153846;68.53846154;72.0;83.48333333333333;95.4;58.0;58.0;100.0;58.0;;100.0;67.68965517;67.5;83.48333333333333;95.4;62.0;63.0;98.41269841;63.0;;100.0;70.12698413;72.0;;;Tak;Dzieci lub młodzież;2006.09.01;2006.09.01;Zespół szkół i placówek oświatowych;262.0;;angielski, hiszpański, niemiecki, włoski, japoński;Tak;Tak;Tak;ogólnodostępny;
84029;ivlotadeuszakosciuszki;publiczna;KUJAWSKO-POMORSKIE;Toruń;Toruń;gmina miejska;torun;miasto;ul warszawska 1 5;"=""1/5""";"=""87-100""";156.0;156.0;100.0;156.0;;100.0;69.85897436;72.0;161.66;161.75;170.0;170.0;100.0;170.0;;100.0;70.74705882;72.0;161.66;161.75;153.0;153.0;100.0;153.0;;100.0;69.8496732;70.0;161.66;161.75;Tak;Dzieci lub młodzież;1975.12.15;1975.12.15;;665.0;bieżnie proste, skocznie, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
84173;vilozeslancowsybiru;publiczna;KUJAWSKO-POMORSKIE;Toruń;Toruń;gmina miejska;torun;miasto;ul wojska polskiego 47a;"=""47A""";"=""87-100""";25.0;38.0;65.78947368;38.0;;86.84210526;44.65789474;45.0;58.833333333333336;64.5;28.0;40.0;70.0;40.0;;90.0;44.6;45.0;58.833333333333336;64.5;32.0;48.0;66.66666667;48.0;;95.83333333;43.29166667;40.0;58.833333333333336;64.5;Tak;Dzieci lub młodzież;1991.05.20;1991.09.01;;383.0;boiska do piłki nożnej, bieżnie proste, rzutnie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki, rosyjski;Tak;Tak;Tak;ogólnodostępny, przygotowania wojskowego;
