RSPO;nazwa_szkoly;miejscowosc;wojewodztwo;publicznosc_status;prog;wynik;zdawalnosc;n_zdajacych;res_prog_wynik;res_wynik_zdaw;outlier_score;grupa;kategoria_uczniow;typ_gminy;liczba_uczniow
110260;cvlozbigniewaherberta;bialoleka;MAZOWIECKIE;publiczna;146.55416666666667;70.15602837;100.0;141.0;-0.4503592508149836;;;Srodek;Dzieci lub młodzież;gmina miejska;853.0
115341;civlo;praga poludnie;MAZOWIECKIE;publiczna;119.94166666666666;58.0;88.37209302;43.0;-7.4734362764038735;;;Maruderzy;Dorośli;gmina miejska;517.0
121357;xloprzemyslaii;poznan nowe miasto;WIELKOPOLSKIE;publiczna;134.525;66.10434783;97.39130435;115.0;-2.1818847052795434;;;Srodek;Dzieci lub młodzież;gmina miejska;706.0
126415;lo;poznan nowe miasto;WIELKOPOLSKIE;publiczna;140.15;60.37398374;89.3442623;124.0;-8.997184495131592;;;Maruderzy;Dzieci lub młodzież;gmina miejska;569.0
133365;clviiiloksieznejizabeliczartoryskiej;ursynow;MAZOWIECKIE;publiczna;167.92;74.60576923;97.11538462;104.0;-0.1216060068900191;;;Srodek;Dzieci lub młodzież;gmina miejska;591.0
133453;clvlobohaterekpowstaniawarszawskiego;mokotow;MAZOWIECKIE;publiczna;146.24;79.03225806;100.0;124.0;8.486466107161931;;;Liderzy;Dzieci lub młodzież;gmina miejska;773.0
133649;publiczneloixgeneralawladyslawaandersawopolu;opole;OPOLSKIE;publiczna;85.39999999999999;54.37209302;93.10344828;87.0;-4.4390344032383595;;;Srodek;Dzieci lub młodzież;gmina miejska;431.0
133672;xxxviiloterapeutycznymi;poznan grunwald;WIELKOPOLSKIE;publiczna;27.95;41.5;36.36363636;34.0;-6.230317475416157;;;Srodek;Dzieci lub młodzież;gmina miejska;260.0
133673;xxxviiidwujezycznelo;poznan jezyce;WIELKOPOLSKIE;publiczna;176.05714285714288;73.47101449;100.0;138.0;-2.825832174536316;;;Srodek;Dzieci lub młodzież;gmina miejska;712.0
133758;xxixloccmjrhieronimadekutowskiegopszaporawlublinie;lublin;LUBELSKIE;publiczna;134.56875;66.28333333;96.66666667;60.0;-2.011337594056158;;;Srodek;Dzieci lub młodzież;gmina miejska;581.0
133759;xxxloksiedzajanatwardowskiegowlublinie;lublin;LUBELSKIE;publiczna;159.64375;73.51010101;100.0;198.0;0.3790278328256136;;;Srodek;Dzieci lub młodzież;gmina miejska;839.0
133795;clixlokrolajanaiiisobieskiego;wlochy;MAZOWIECKIE;publiczna;160.501;72.29746835;100.0;158.0;-0.9989490278318414;;;Srodek;Dzieci lub młodzież;gmina miejska;810.0
196346;xviilowgdyni;gdynia;POMORSKIE;publiczna;158.75;71.70175439;100.0;57.0;-1.256934559309002;;;Srodek;Dzieci lub młodzież;gmina miejska;453.0
262227;xvilowszczecinie;szczecin;ZACHODNIOPOMORSKIE;publiczna;143.01999999999998;62.38043478;98.91304348;92.0;-7.544291758878316;;;Maruderzy;Dzieci lub młodzież;gmina miejska;577.0
263069;liceumsluzbmundurowychwewroclawiu;wroclaw stare miasto;DOLNOŚLĄSKIE;publiczna;59.39615384615384;57.44137931;75.17730496;145.0;3.645807624675946;;;Srodek;Dzieci lub młodzież;gmina miejska;1094.0
263334;clviilomariisklodowskiejcurie;srodmiescie;MAZOWIECKIE;publiczna;166.92857142857142;76.2967033;100.0;91.0;1.7605522855092914;;;Srodek;Dzieci lub młodzież;gmina miejska;735.0
263524;ixlo;rzeszow;PODKARPACKIE;publiczna;53.025;66.96428571;100.0;112.0;14.397565981465618;;;Liderzy;Dzieci lub młodzież;gmina miejska;602.0
266615;publicznelopaulimontalsiostrpijarekwrzeszowie;rzeszow;PODKARPACKIE;publiczna;135.01666666666668;75.27272727;100.0;22.0;6.891663317992652;;;Liderzy;Dzieci lub młodzież;gmina miejska;178.0
266884;clxilo;wola;MAZOWIECKIE;publiczna;94.36666666666667;66.56565657;98.98989899;99.0;6.025061275590083;;;Srodek;Dzieci lub młodzież;gmina miejska;358.0
267034;clxiiloszarychszeregow;targowek;MAZOWIECKIE;publiczna;88.67142857142858;66.64;98.0;50.0;7.197887750688956;;;Liderzy;Dzieci lub młodzież;gmina miejska;487.0
270871;clxiiilo;wesola;MAZOWIECKIE;publiczna;160.85;72.70833333;100.0;48.0;-0.6553982805871073;;;Srodek;Dzieci lub młodzież;gmina miejska;601.0
271907;clxivlo;mokotow;MAZOWIECKIE;publiczna;94.36666666666667;69.90909091;90.90909091;11.0;9.368495615590085;;;Liderzy;Dzieci lub młodzież;gmina miejska;168.0
274376;clxvlo;bialoleka;MAZOWIECKIE;publiczna;122.44;73.69811321;100.0;53.0;7.742804751647029;;;Liderzy;Dzieci lub młodzież;gmina miejska;500.0
